emp_no,first_name,last_name,birth_date,hire_date
436540,Bedrich,Ishibashi,1952-03-21,1987-04-22
436547,Keiichiro,Hofmeyr,1953-05-18,1987-09-25
436585,Adib,Pargas,1955-04-12,1985-03-12
436587,Valeri,Compeau,1955-04-20,1985-02-07
436599,Parke,Zhang,1952-04-13,1985-07-10
436603,Duro,Rodite,1952-10-01,1987-06-13
436605,Piyawadee,Duclos,1952-06-22,1987-07-26
436612,Koldo,Kumaresan,1952-05-02,1986-12-26
436615,Jolita,Lortz,1953-11-14,1985-08-29
436625,Shim,Pluym,1954-12-25,1988-08-09
436635,Godehard,Levergood,1955-12-20,1987-05-07
436639,Lidong,Krogh,1952-07-16,1985-04-19
436641,Flemming,Hatcliff,1952-12-09,1986-04-09
436644,Boguslaw,Luks,1953-11-17,1988-04-30
436645,Gil,Pouyioutas,1953-09-09,1988-03-25
436646,Dante,Rotem,1952-03-25,1986-02-17
436651,Weijing,Birnbaum,1954-02-23,1988-11-19
436652,Marek,Anger,1952-06-26,1986-08-28
436653,Anoosh,Siepmann,1955-07-14,1987-12-28
436656,Rimon,Joslin,1955-04-02,1985-09-25
436662,Mingzeng,Versino,1955-08-12,1985-11-20
436684,Alejandra,Molenkamp,1955-03-07,1988-03-28
436686,Yishay,Tiemann,1955-11-28,1987-12-29
436693,JoAnna,Sherertz,1952-10-17,1985-12-04
436694,Katsuo,Rothe,1953-03-22,1985-05-22
436697,Xinan,Sanella,1955-06-28,1986-01-12
436698,Emdad,McClurg,1953-05-08,1988-07-06
436705,Margareta,Spataro,1953-05-14,1986-11-03
436706,Nevio,Kulisch,1954-07-17,1988-05-28
436709,Hongzue,Danlos,1954-08-06,1985-06-24
436714,Gill,Lores,1953-01-20,1985-10-11
436718,Poornachandra,Uchoa,1953-04-16,1988-07-29
436731,Berni,Uhrig,1955-11-15,1988-06-26
436743,Armond,Kobuchi,1955-12-18,1986-04-25
436744,Remzi,Luders,1954-10-04,1986-03-24
436757,Guiseppe,Lunt,1952-08-31,1986-03-16
436792,Taizo,Luca,1955-10-25,1987-01-18
436822,Nahid,Yavatkar,1952-10-19,1987-09-01
436836,Mads,Muchinsky,1952-08-01,1986-02-01
436842,Tomofumi,Krzyzanowski,1952-02-17,1986-07-22
436847,Dinah,Noriega,1952-06-19,1988-01-01
436848,Nitsan,Naudin,1954-08-21,1987-10-22
436869,Billie,Barinka,1953-12-18,1985-10-22
436883,Sergi,Ratnaker,1952-11-14,1986-09-25
436886,Martins,Benzmuller,1952-02-17,1987-12-18
436893,Duro,Perko,1954-11-16,1987-07-30
436897,Shimshon,Gyorkos,1952-09-08,1988-09-24
436904,Tse,Fontan,1955-11-03,1988-04-10
436909,Yuriy,Standera,1954-11-09,1986-04-07
436913,Kauko,Luders,1954-04-04,1987-07-05
436933,Shaunak,Mateescu,1952-09-17,1987-06-18
436965,Falguni,Leijenhorst,1953-01-28,1986-06-22
436969,Jianhua,Olano,1954-09-11,1986-07-05
436974,Kellie,Gilg,1954-06-24,1987-05-08
436977,Heng,Giarratana,1954-02-25,1987-12-08
436981,Satoru,Champarnaud,1952-10-19,1985-11-12
436982,Xiaopeng,Itzigehl,1954-11-13,1986-11-24
436989,Mohan,Lubachevsky,1954-03-26,1985-09-04
436991,Nikolaos,Ratnakar,1953-03-10,1985-08-17
436998,Parke,Radhakrishnan,1952-05-02,1986-12-01
437024,Ioana,Jullig,1953-08-09,1988-07-27
437033,Gregory,Tsunoo,1953-11-21,1985-05-15
437039,Kaijung,Godskesen,1955-12-15,1985-11-20
437045,Bojan,Yamaashi,1953-10-07,1985-05-30
437052,Baocai,Gill,1954-10-10,1987-09-16
437055,Aluzio,Marletta,1954-08-24,1987-06-09
437059,Jouni,Mahnke,1955-02-22,1988-03-23
437074,Jiang,Falco,1954-01-04,1986-01-04
437082,Hinrich,Cyne,1955-04-21,1986-10-30
437093,Otmar,Barvinok,1952-02-29,1985-12-23
437094,Zhenbing,Muniz,1955-08-05,1985-05-14
437097,Salvador,Clemencon,1953-06-17,1987-04-18
437098,Alassane,Gaughan,1955-11-22,1987-06-24
437101,Ramachenga,Birrer,1953-06-03,1985-12-01
437103,Uno,Thimonier,1955-05-17,1986-05-12
437112,Kolar,Gerlach,1955-08-22,1988-02-23
437120,Valeri,Tagansky,1954-07-30,1985-09-14
437123,Prodip,Shimshoni,1952-12-06,1988-08-14
437125,Ghassan,Lukaszewicz,1953-05-27,1985-03-03
437129,Shuho,Suessmith,1954-06-20,1985-06-23
437131,Duke,Veccia,1954-04-22,1986-09-28
437148,Elvis,Sambasivam,1955-11-17,1986-09-05
437159,Munehiko,Ritzmann,1955-02-21,1988-09-01
437166,Gennady,Ariola,1955-01-25,1985-02-23
437178,Radhika,Suwa,1953-12-24,1986-06-04
437181,Hiroyasu,Stellhorn,1952-07-12,1986-06-05
437182,Shigeaki,Vecchio,1953-09-05,1985-03-29
437184,Jeane,Kabayashi,1952-11-13,1985-06-27
437191,Shmuel,Luca,1954-12-27,1988-11-19
437195,Uno,Hettesheimer,1955-04-16,1987-06-17
437205,Godehard,Panangaden,1954-04-23,1986-05-25
437209,Nishit,Pero,1952-05-30,1986-09-10
437223,Syozo,Lorin,1953-04-24,1987-01-31
437230,Theirry,Erie,1952-04-11,1985-03-26
437233,Beshir,Stroustrup,1954-09-03,1988-06-13
437234,Gil,Sgarro,1953-01-28,1985-08-15
437236,Remmert,Asrin,1952-07-05,1987-03-22
437238,Berthier,Hartvigsen,1955-09-26,1985-05-29
437241,Angus,Moffat,1952-08-10,1987-05-28
437250,Zengping,Ratzlaff,1955-10-13,1987-07-09
437262,DAIDA,Pramanik,1954-01-11,1988-02-17
437264,Zijian,VanScheik,1953-12-28,1987-02-10
437266,Mack,Biran,1955-07-22,1985-07-25
437267,Seongbae,Dengi,1952-11-06,1986-05-02
437271,Nikolaus,Beutelspacher,1954-01-04,1986-09-05
437280,Khatoun,Khalil,1955-06-29,1987-10-31
437289,Eirik,Makinen,1954-01-23,1988-06-02
437294,Magy,Rosiles,1955-10-11,1987-07-14
437295,Shao,Solovay,1953-11-19,1985-02-27
437297,Adib,Zweizig,1954-01-16,1985-12-28
437298,Van,Msuda,1955-03-02,1985-12-01
437301,Adil,Pehl,1952-12-30,1986-07-06
437324,Luisa,Seghrouchni,1953-08-05,1987-12-28
437337,Marko,Klassen,1955-04-29,1985-10-28
437348,Deborah,Emden,1952-06-18,1987-01-23
437349,Adil,Munch,1952-02-29,1988-07-08
437358,Sham,Rajcani,1952-10-08,1986-08-30
437389,Miomir,Ranft,1953-08-14,1988-08-06
437390,Taiji,Oxman,1954-03-23,1988-03-01
437394,Krister,Bouloucos,1953-09-23,1986-04-19
437396,Filipe,Pocchiola,1953-01-19,1987-09-01
437405,Takahira,Nitta,1954-07-31,1988-07-18
437409,Emdad,Emmerich,1955-10-04,1987-02-08
437412,Shahab,Shinomoto,1954-06-22,1985-09-18
437413,Yurii,Gaughan,1953-05-15,1985-06-18
437419,Navid,Ishibashi,1953-03-26,1986-07-20
437421,Rayond,Edelhoff,1952-07-21,1986-03-13
437422,Naftaly,Plavsic,1954-12-18,1986-06-29
437425,Ennio,Bardell,1952-05-10,1986-02-17
437426,Lillian,Lenart,1954-12-01,1988-05-27
437442,Muzhong,Delaune,1952-02-13,1986-03-13
437446,Huai,Ratnaker,1952-07-16,1987-08-08
437453,Gladys,Sabnani,1954-05-23,1987-07-03
437455,Nikolaos,Marwedel,1952-07-12,1985-04-19
437468,Urs,Gargeya,1953-05-25,1986-05-14
437470,Rasiah,Bouloucos,1953-06-13,1986-02-16
437471,Zijian,Plesums,1955-09-18,1988-01-06
437477,Yuping,Gihr,1952-07-19,1987-03-06
437483,Adin,Callaway,1952-10-04,1987-05-13
437494,Atilio,Usdin,1954-03-17,1985-03-15
437502,Naftali,Schreiter,1953-04-17,1985-04-23
437507,Hiroyasu,Stasinski,1955-06-01,1985-09-18
437522,Denny,Stroustrup,1952-02-06,1985-11-02
437523,Nahum,Vakili,1954-01-17,1986-05-19
437539,Owen,Fioravanti,1953-04-30,1987-07-29
437541,Kasidit,Bernardeschi,1952-11-06,1985-08-02
437553,Zeljko,Baranowski,1953-11-03,1986-05-04
437566,Chuanyi,Landherr,1953-08-11,1987-08-08
437592,Yongdong,Demir,1954-05-11,1987-09-06
437596,Lakshmi,Assaf,1954-03-18,1988-01-24
437603,Poornachandra,Lemarechal,1955-10-28,1985-03-27
437608,Marko,Montemayor,1954-11-03,1986-09-01
437614,Minghong,Hoogerwoord,1953-10-29,1988-09-01
437628,Aloke,Chiola,1954-05-14,1986-07-23
437632,Zvonko,Gyorkos,1954-09-11,1988-11-23
437635,Maya,Garnick,1952-05-11,1986-08-23
437637,Luigi,Schlumberger,1954-10-11,1985-06-14
437639,Barun,Imataki,1954-07-19,1986-07-29
437656,Willard,Ibel,1955-07-16,1988-10-14
437659,Conor,Jervis,1952-07-27,1988-09-23
437675,Suzette,Takanami,1955-03-25,1987-11-17
437678,Val,Pocchiola,1954-01-03,1986-09-17
437679,Boutros,Linares,1953-12-16,1985-07-29
437689,Taizo,Pargas,1952-10-22,1988-05-12
437690,Elliott,Cronan,1953-02-14,1986-06-13
437691,Make,Sichman,1955-11-22,1988-03-07
437706,Shen,Swick,1952-12-19,1985-07-15
437712,Domenick,Angelopoulos,1954-05-16,1987-05-02
437750,Rosine,Karunanithi,1953-04-15,1986-07-03
437768,Martial,Weedman,1953-01-07,1987-03-30
437794,Etsuo,Bage,1955-07-26,1988-08-08
437806,Valdiodio,Benveniste,1955-05-09,1985-04-07
437808,Nirmal,Yemenis,1955-04-24,1988-08-09
437811,Moti,Zeleznik,1954-09-23,1986-03-21
437818,Fayez,Figueira,1952-07-16,1986-04-01
437824,Georg,Peral,1953-12-27,1986-05-23
437830,Bezalel,Plotkin,1952-06-04,1985-02-20
437838,Shooichi,Swiler,1953-03-02,1987-07-31
437844,Marlo,Pero,1953-04-13,1987-11-20
437850,Ronnie,Vural,1952-08-02,1987-03-17
437852,Mingsen,Maliniak,1953-07-14,1985-02-12
437861,Moie,Esteva,1955-05-22,1988-03-07
437865,Pascal,Noriega,1954-04-20,1987-03-01
437875,Arun,Swick,1955-09-16,1988-05-07
437882,Salvador,Osgood,1953-02-12,1987-02-13
437883,Pantung,Kalafatis,1952-03-11,1987-12-16
437889,Dannz,Rosay,1955-08-08,1988-02-02
437890,Tianruo,Bazzichi,1955-03-15,1987-01-28
437892,Sushant,Lampe,1954-06-28,1988-09-17
437895,Kristen,Kavanagh,1953-02-10,1985-09-04
437899,Rafols,Warwick,1952-12-29,1986-12-29
437915,Katsuo,Kroon,1955-11-13,1985-12-14
437940,Radhika,Axelband,1955-06-02,1985-09-26
437950,Irena,Salinas,1955-01-21,1986-05-21
437954,Mong,Sinitsyn,1953-12-04,1986-03-11
437955,Kristin,Matteis,1952-10-22,1986-09-04
437981,Chanjung,Muhling,1954-04-16,1987-12-22
437985,Reuven,Munke,1954-06-12,1986-04-13
438007,Fumiya,Lanphier,1953-12-05,1986-03-04
438010,Barna,Marsiglia,1955-07-30,1986-01-23
438011,Patricia,Brender,1955-12-20,1987-09-01
438018,Fumiyo,Janetzko,1952-06-21,1986-06-11
438040,Kauko,Pelz,1955-04-23,1986-02-09
438050,Foong,Waterhouse,1955-11-30,1988-03-13
438052,Beshir,Legleitner,1955-08-01,1988-08-20
438054,Sariel,Stentiford,1953-12-21,1987-10-09
438055,Jamaludin,Thorelli,1955-12-11,1988-11-06
438084,Bangqing,Kemmerer,1953-05-17,1988-09-15
438096,Szabolcs,Szilard,1955-12-19,1986-06-20
438105,Shen,Montemayor,1954-04-28,1985-05-04
438109,Masato,Kadhim,1954-11-26,1985-03-27
438126,Duke,Krichel,1953-01-10,1987-01-15
438137,Manu,Lupu,1955-08-13,1986-07-05
438144,Martial,Suri,1953-12-31,1988-11-01
438150,Sanjeeva,Schlenzig,1954-01-12,1986-08-24
438153,Fan,Akazan,1952-02-28,1987-10-07
438154,Karsten,Kenevan,1955-01-05,1987-05-21
438155,Arunachalam,Murtafg,1952-03-02,1986-01-13
438160,Rayond,Pagter,1954-04-15,1985-06-03
438162,Mabry,Erdmenger,1954-07-28,1987-02-09
438171,Oguz,Engberts,1953-06-16,1985-02-11
438178,Stamatina,Denti,1953-11-27,1987-03-03
438192,Keiichiro,Showalter,1953-05-23,1985-08-23
438193,Martial,Chandrasekhar,1954-12-14,1985-04-22
438197,Hideo,Stassinopoulos,1952-11-17,1985-11-27
438207,Elvis,Adachi,1955-09-16,1988-11-01
438209,Lene,Feinberg,1952-08-22,1985-09-30
438212,Fatemeh,Luce,1954-05-07,1988-12-10
438214,Lokesh,Tokunaga,1955-11-04,1987-10-16
438225,Kristian,Bahl,1952-10-29,1986-11-22
438240,Yurii,Luce,1952-08-05,1987-07-07
438258,Arlette,Aumann,1952-07-02,1988-06-13
438262,Giao,Pauthner,1954-11-25,1985-12-19
438266,Marjo,Gecsei,1952-07-12,1985-10-25
438267,Malu,Sichman,1955-05-07,1988-03-06
438268,Hyuckchul,Mansanne,1955-04-28,1988-08-15
438269,Percy,Castellani,1953-09-21,1986-04-08
438273,Shigeichiro,Minakawa,1955-06-29,1988-06-04
438288,Kshitij,Riesenhuber,1953-09-25,1985-09-18
438289,Kiyokazu,Collavizza,1954-11-12,1988-03-01
438295,Koichi,Acton,1952-11-05,1987-09-27
438296,Sajjad,Gist,1953-06-29,1986-08-13
438298,Elrique,Asrin,1955-04-29,1985-08-09
438304,Jeane,Gilg,1953-09-18,1986-12-17
438310,Sanjit,Dredge,1952-03-16,1987-05-15
438312,Menkae,Trachtenberg,1955-09-02,1986-03-24
438318,Saeed,Munawer,1955-12-21,1985-03-08
438330,Dinkar,Naumovich,1952-11-18,1988-11-12
438333,Tayeb,Pesch,1953-03-23,1987-10-16
438339,Susanta,Katiyar,1953-08-21,1986-08-16
438340,Remco,Asser,1953-05-15,1987-09-18
438366,Yechezkel,Gubsky,1955-07-27,1985-11-07
438385,Kazuhisa,Zhiwei,1953-10-31,1985-04-27
438390,Shridhar,Leppanen,1952-06-28,1986-06-20
438393,Nahid,Pero,1954-11-11,1985-03-28
438396,Gila,Vesel,1954-12-15,1986-09-04
438397,Masanao,Schaap,1955-07-05,1985-05-06
438404,Fumitake,Auria,1952-10-13,1988-09-18
438408,Sadegh,Genther,1955-06-24,1988-03-07
438409,Snehasis,Duclos,1952-03-23,1986-08-13
438412,Juichirou,Ecklund,1954-08-27,1985-09-19
438421,Danae,Pollacia,1955-10-09,1986-04-06
438422,Sedat,Baby,1954-01-08,1987-03-13
438429,Jiang,Zockler,1955-03-04,1987-10-31
438440,Kankanahalli,Hanratty,1954-10-30,1987-12-18
438441,Kiyokazu,Mahmud,1952-07-16,1985-12-15
438442,King,Sessa,1954-07-20,1985-09-03
438454,Duro,Caine,1953-01-19,1987-04-12
438455,Sachar,Speel,1952-08-10,1988-07-19
438463,Alois,Hambrick,1952-07-10,1985-04-06
438472,Kamakshi,Felder,1953-07-08,1988-12-03
438480,Hyuncheol,Taubenfeld,1952-07-15,1986-09-16
438483,Steve,Pettis,1952-03-05,1986-11-02
438486,Arve,Vesel,1953-12-11,1986-06-03
438488,Aris,Wendorf,1952-11-03,1986-12-27
438517,Matt,Uhrig,1952-07-11,1986-11-05
438519,Kyoichi,Fortenbacher,1953-02-26,1988-07-23
438521,Khalil,Manderick,1955-05-14,1988-09-25
438523,Tooru,Restivo,1954-02-20,1985-08-31
438525,Theirry,Plessier,1952-08-11,1988-12-12
438528,Bernt,Lowrie,1952-04-02,1985-04-13
438535,Debaprosad,Halevi,1955-03-27,1988-06-22
438536,Jaideep,Snyers,1954-06-23,1986-10-07
438538,Sarita,Valtorta,1953-11-13,1987-02-06
438541,Shichao,Waeselynck,1952-04-28,1985-05-26
438544,Faiza,Lukaszewicz,1953-01-10,1988-06-01
438551,Randy,Vingron,1954-07-30,1985-09-30
438552,Perry,Kavvadias,1955-10-05,1987-03-17
438564,Fay,Bodoff,1953-04-01,1988-10-24
438570,Chikako,Androutsos,1953-07-21,1985-02-16
438578,Xiaobin,Ruther,1953-07-10,1987-07-23
438582,Hausi,Perly,1954-09-01,1986-12-16
438583,Tiina,Hambrick,1953-03-07,1985-07-13
438584,Sangeeta,Pero,1953-02-04,1985-05-28
438610,Soenke,Dulin,1952-06-04,1985-09-25
438616,Ramya,Ciolek,1954-12-19,1987-03-21
438619,Chiranjit,Sichman,1955-05-15,1986-03-10
438626,Shaunak,Roohalamini,1954-01-05,1987-11-26
438644,Lene,Selenyi,1954-07-28,1985-03-29
438657,Baziley,Bernatsky,1952-07-26,1986-07-31
438662,Pramod,Busillo,1952-05-25,1986-07-22
438665,Chriss,Chiola,1955-05-05,1985-03-02
438672,Phuoc,Murillo,1952-07-21,1987-01-13
438676,Conal,Mikschl,1953-08-29,1985-03-15
438704,Danai,Godskesen,1954-10-24,1986-10-18
438714,Yucai,Thimonier,1955-10-13,1986-07-08
438716,Marin,Schmiedel,1954-11-10,1987-05-07
438718,Shin,Deville,1954-10-06,1985-03-26
438726,Ewing,Serov,1952-10-21,1985-10-29
438737,Heping,Syrotiuk,1955-04-01,1985-07-23
438766,Kazuhisa,Verspoor,1954-03-13,1988-02-26
438781,Kiyokazu,Thambidurai,1952-09-05,1986-09-15
438782,Susuma,Peha,1955-03-08,1986-12-29
438787,Tomofumi,Wrigley,1952-06-29,1985-03-01
438792,Rasiah,Kawashimo,1952-03-05,1987-10-25
438799,Peer,Dengi,1953-07-08,1987-05-02
438804,Kinh,Pollock,1953-07-30,1988-09-28
438805,Eirik,Lalonde,1952-08-02,1986-03-22
438808,Marsja,Serna,1953-01-16,1986-04-14
438835,Constantijn,Penz,1954-12-17,1985-03-19
438840,Moto,Honiden,1953-09-24,1987-08-23
438843,Luerbio,Lowrie,1953-04-28,1986-02-02
438848,Vishv,Marchesini,1954-05-16,1985-12-17
438853,Satoru,Grabner,1955-08-27,1986-11-15
438862,Angus,Vrecion,1953-03-31,1985-07-27
438871,Lein,Pettit,1955-10-24,1985-11-26
438872,Miquel,Boudaillier,1955-06-20,1988-12-22
438873,Geoffry,Feinberg,1954-10-25,1988-08-25
438876,Manton,Anguita,1954-09-07,1985-07-05
438883,Renee,Kisuki,1955-11-01,1986-07-29
438902,Ziyad,Scharstein,1953-07-08,1988-10-13
438903,Heping,Matzov,1954-12-13,1985-07-27
438907,Manibrata,Ecklund,1953-07-23,1988-01-28
438909,Kish,Smailagic,1954-07-25,1987-04-28
438915,Marsha,Szilard,1954-01-19,1986-01-02
438917,Xiaoheng,Waleschkowski,1952-11-20,1985-03-08
438930,Luerbio,Murtagh,1953-03-16,1985-12-14
438931,Shigenori,Vandervoorde,1955-12-22,1987-12-11
438934,Mads,Thisen,1952-02-09,1987-06-25
438936,Ekawit,Busillo,1954-09-03,1987-06-20
438940,Mayumi,Shackell,1952-08-14,1986-05-24
438944,Florian,Anick,1954-03-03,1988-11-10
438947,Vasilis,Stranks,1953-04-30,1987-10-26
438999,Juichirou,Daescu,1953-02-15,1988-10-25
439014,Rayond,Falster,1955-03-09,1986-03-04
439018,Gay,Scharstein,1953-10-29,1985-03-25
439027,Munir,Riexinger,1955-07-24,1985-03-03
439036,Harngdar,Papsdorf,1953-12-16,1986-04-12
439059,Kwangho,Lovengreen,1954-12-21,1985-09-15
439062,Dhritiman,Streng,1953-03-16,1988-01-09
439069,Sergi,Wendorf,1953-01-28,1985-07-07
439071,Kokou,Woycyznski,1953-04-10,1988-12-06
439072,Snehasis,Kavanagh,1954-07-04,1986-01-18
439078,Shahab,Gien,1952-06-04,1986-12-09
439079,Jianhui,Eterovic,1955-04-22,1986-10-18
439090,Hyuncheol,Tsunoo,1953-02-04,1986-08-01
439097,Jouko,Birsak,1954-04-08,1987-07-14
439106,Guiseppe,Nivat,1953-05-09,1986-10-15
439108,Huiqun,Kawashima,1955-04-06,1986-09-29
439115,Pohua,Backhouse,1952-12-21,1986-10-18
439119,Kshitij,Zeidenstein,1952-10-22,1987-04-21
439125,Nahid,Luff,1953-10-07,1985-04-23
439147,Ebbe,Chiola,1955-03-24,1987-02-05
439148,Vidya,Penz,1953-11-11,1987-02-12
439156,Kenroku,Bala,1954-06-14,1986-12-27
439168,Fatemeh,Penn,1953-10-11,1985-11-04
439175,Tomoyuki,Sifakis,1953-12-16,1986-09-08
439179,Yurii,Lanteri,1954-07-08,1986-03-29
439185,Rosalyn,Yurek,1952-07-26,1987-06-21
439195,Goncalo,Selenyi,1953-03-16,1985-09-04
439197,Gritta,Henders,1955-03-17,1985-03-05
439204,Bluma,Ruther,1952-11-30,1986-06-11
439207,Martins,Stranks,1954-08-26,1987-06-17
439216,Aimee,Mateescu,1954-05-24,1985-11-10
439225,Chenye,Kuszyk,1954-09-10,1986-01-14
439246,Alper,Colorni,1954-02-13,1987-04-21
439252,Fabrizio,Karnin,1954-08-10,1985-07-08
439257,Khedija,Pluym,1952-10-21,1986-10-05
439259,Surveyors,Cummings,1954-02-19,1987-05-30
439272,Aris,Nitta,1954-09-25,1986-01-15
439276,Mayuko,Chappelet,1954-08-17,1988-07-06
439278,Sivanarayana,Chenney,1953-03-01,1986-05-26
439283,Ziya,Zolotykh,1953-03-17,1987-09-11
439289,Kazuyasu,Morris,1953-10-20,1988-11-05
439292,Aruna,Hempstead,1955-04-04,1987-12-23
439296,Navin,Shimshoni,1953-04-18,1988-06-23
439309,Gila,Ligten,1955-08-08,1986-07-05
439310,Xiaoqiu,Marsiglia,1954-05-03,1987-11-09
439322,Jaihie,Waeselynck,1955-07-25,1988-04-27
439328,Arie,Matzel,1954-11-14,1985-06-09
439337,Alair,DiGiano,1953-03-28,1985-06-12
439348,Shaz,Wissmann,1954-05-31,1987-04-17
439349,Yucai,Vingron,1952-03-04,1988-12-27
439350,Kerhong,Koblitz,1954-02-22,1985-03-27
439354,Xinan,Lorys,1952-08-08,1986-11-28
439357,Srinidhi,Mukaidono,1955-10-22,1986-08-25
439358,Shay,Heyers,1955-02-19,1986-08-09
439359,Avishai,Sundgren,1953-03-12,1986-12-19
439364,Gill,Luiz,1953-06-11,1985-05-22
439366,Mario,Lichtner,1954-05-24,1988-09-18
439371,Satoru,Pehl,1953-11-30,1986-07-29
439395,Chuanyi,Genther,1952-03-16,1987-10-21
439404,Piyawadee,Picci,1953-12-13,1986-02-07
439412,Baruch,Peyn,1952-10-14,1985-10-13
439416,Naftaly,Matzen,1955-12-24,1986-10-17
439420,Xuedong,Dalton,1952-11-13,1985-02-24
439440,Uma,Wossner,1954-01-27,1985-03-22
439455,Xumin,Cronau,1952-12-28,1986-09-18
439468,Hailing,Pauthner,1953-12-05,1986-02-22
439484,Muzhong,Seghrouchni,1955-04-21,1986-03-13
439486,Armond,Heijenga,1955-12-16,1986-05-13
439493,Almudena,Bednarek,1955-01-29,1987-07-28
439495,Maris,Pettis,1953-12-17,1988-03-10
439501,Oscar,Falco,1953-10-08,1987-05-07
439506,Tetsurou,Wursthorn,1955-02-26,1986-04-18
439511,Suzette,Cummings,1953-05-30,1986-08-04
439518,Kenroku,Homond,1955-10-03,1988-01-16
439520,Along,Kambil,1954-03-06,1986-12-17
439533,Kerryn,Bage,1955-08-28,1985-09-04
439541,Dines,Garnick,1953-10-13,1987-02-14
439544,Heping,Thiran,1953-06-25,1987-03-31
439560,Peternela,Legleitner,1953-02-10,1986-06-05
439567,Weiyi,Ernst,1955-02-16,1988-11-28
439572,Christoph,Bakhtari,1954-02-22,1986-04-25
439577,Yannik,Schlumberger,1955-01-31,1988-05-18
439579,Stein,Hatcliff,1955-01-23,1987-07-06
439595,Anestis,Itzfeldt,1952-07-16,1987-09-09
439604,Bernd,Nations,1955-02-14,1986-08-30
439630,Ymte,Busillo,1953-11-18,1986-11-03
439660,Zhonghui,Budinsky,1953-06-04,1986-06-09
439668,Goncalo,Chinin,1953-10-25,1988-04-07
439675,Yuuichi,Atchley,1955-09-13,1987-09-25
439678,Adam,Encarnacion,1955-12-27,1986-09-29
439686,Maia,Zeleznik,1955-07-22,1988-04-26
439687,Alejandra,Schlumberger,1952-08-05,1988-06-11
439694,Eric,Aingworth,1954-08-06,1988-12-07
439704,Youssef,Jording,1954-03-18,1985-05-16
439716,Zsolt,Chleq,1955-02-24,1988-10-27
439719,Uri,Schreiter,1954-07-17,1986-04-28
439721,Douadi,Rassart,1953-12-29,1986-03-26
439723,Marko,Vidya,1955-03-18,1986-08-28
439741,Kristian,Polupanov,1954-03-29,1988-02-10
439743,Janalee,Ernst,1954-11-29,1986-03-26
439750,Gilbert,Masaki,1954-01-14,1988-04-30
439757,Gunilla,Czap,1953-05-28,1986-02-23
439765,Ger,Templeman,1952-07-06,1987-06-07
439789,Almudena,Liedekerke,1953-06-02,1988-10-17
439792,Chenyi,Molenaar,1955-01-20,1987-03-24
439794,Eric,Koblick,1954-07-04,1988-10-14
439795,Sashi,Sullins,1955-12-01,1987-08-27
439823,Remko,Erdi,1954-08-04,1986-04-26
439830,Shem,Ramamoorthy,1952-06-27,1987-02-12
439832,Ebbe,Pleszkun,1953-12-05,1988-03-10
439834,Moriyoshi,Ducloy,1953-07-10,1987-09-23
439835,Yucai,Papadias,1954-05-26,1986-10-12
439837,Saniya,Matzel,1955-01-22,1987-10-16
439849,Kamakshi,Undy,1954-09-24,1985-11-10
439855,Zhiguo,Cochrane,1955-04-05,1988-05-12
439864,Izaskun,Spelt,1953-01-15,1986-06-13
439877,Wojceich,Emiris,1952-12-21,1988-11-18
439879,Tzvetan,Gente,1953-05-26,1988-11-01
439885,Hongzhu,Schaaf,1952-09-17,1987-01-11
439887,Fuqing,Dusink,1955-09-11,1988-05-03
439889,Constantijn,Benaini,1952-10-18,1987-02-23
439896,Yahiko,Baaleh,1955-07-07,1988-09-20
439899,Marie,Brandsma,1953-06-11,1985-12-13
439927,Fumiyo,Manders,1952-08-06,1985-10-09
439948,Toshimitsu,Hatcliff,1955-11-01,1986-10-22
439969,Ohad,Gini,1955-03-03,1986-06-09
439998,Huei,Tzvieli,1954-11-30,1988-01-12
440010,King,Lamma,1954-06-30,1988-05-06
440026,Zorica,Kavanagh,1955-03-27,1985-05-22
440056,Moni,Stanfel,1954-09-15,1988-11-27
440069,Stafford,Tyugu,1954-09-04,1987-11-26
440072,Mingzeng,Schnelling,1955-03-03,1985-05-03
440074,Gritta,Ghemri,1954-03-29,1985-12-09
440076,Hailing,Schiettecatte,1954-01-01,1985-10-06
440083,Heeju,Szemeredi,1952-05-13,1985-03-28
440086,Hideyuki,Dulli,1953-10-18,1987-05-27
440088,Serge,Denny,1955-02-26,1987-11-21
440094,Bernice,Rabehasaina,1954-12-15,1988-11-23
440097,Alselm,Junot,1954-02-12,1985-06-11
440113,Vasilii,Hashii,1952-06-06,1985-05-12
440115,Atilio,Lalonde,1954-06-26,1987-10-25
440116,Shim,Seghrouchni,1952-04-24,1987-05-27
440128,Nirmal,Constantine,1953-01-03,1986-10-16
440136,Bowen,Jenevein,1955-02-05,1988-09-01
440150,Luigi,Lorcy,1953-03-30,1986-01-10
440152,Kirk,Ertl,1952-12-14,1986-05-19
440169,Munenori,Holburn,1952-02-12,1985-02-18
440175,Babette,Demos,1953-09-19,1988-06-27
440180,Ashish,Jording,1953-09-13,1986-03-05
440189,Kiyomitsu,Falster,1953-07-06,1986-10-29
440200,Annemarie,Marrevee,1955-03-09,1985-09-28
440202,Sadegh,Daescu,1954-06-14,1986-06-06
440205,Hideo,Hutter,1953-11-27,1988-04-13
440215,Keiichiro,Dredge,1953-03-11,1986-08-18
440218,Shigeo,Simmen,1954-06-13,1985-06-02
440234,Venkatesan,Morrey,1955-05-16,1988-11-19
440236,Franziska,Caine,1955-07-29,1988-02-23
