first_name,last_name,birth_date,hire_date
Rosella,Danner,6/29/1955,11/29/1985
Katsuyuki,Brandsma,9/12/1954,4/19/1987
Amabile,Chelton,8/20/1952,9/1/1985
Persi,Rotem,12/4/1952,2/21/1988
Heping,Tsukuda,6/27/1955,10/2/1987
Yuchang,Giaccio,7/3/1953,8/9/1987
Denny,Murillo,2/27/1955,7/7/1986
Denny,Ullian,1/27/1955,6/29/1987
Martien,Pashtan,2/7/1952,11/25/1987
Youpyo,Paciorek,2/27/1955,1/2/1987
Arunas,Erdmenger,10/28/1953,6/19/1986
Xiping,Trystram,7/12/1952,1/1/1987
Larisa,Monarch,7/29/1954,8/8/1988
Xudong,Olano,11/3/1954,9/7/1985
Kokou,Raoux,4/12/1953,4/27/1985
Hatim,Vesna,7/30/1953,12/14/1986
Ioana,Halloran,3/9/1955,6/30/1985
Mechthild,Bratten,10/18/1954,7/10/1988
Kiam,Bala,11/24/1954,1/22/1986
Yuichiro,Ariola,11/30/1954,8/9/1985
Mingzeng,Kusakabe,12/12/1954,7/12/1986
Gunilla,Pluym,3/12/1955,7/26/1988
Arch,McAffer,8/14/1954,7/5/1986
Anneli,Demir,10/2/1954,2/15/1986
Guiseppe,Fujisaki,7/15/1953,12/22/1986
Jacqueline,Siksek,4/3/1955,11/13/1986
Tru,Vingron,9/24/1955,9/18/1986
Mang,Boissier,2/12/1955,12/22/1985
Munenori,Szemeredi,3/31/1954,10/19/1987
Mayuri,Krider,4/17/1952,12/26/1986
Billie,Ciolek,1/22/1955,3/1/1985
Turgut,Schwartzbauer,4/10/1955,11/20/1988
Atreye,Godskesen,2/13/1954,2/17/1985
Emdad,Nergos,6/7/1953,1/18/1986
Tzvetan,Burnard,9/20/1952,9/14/1988
Hairong,Plump,2/25/1952,9/6/1988
Shushma,Prenel,2/25/1954,3/5/1986
Evgueni,Backhouse,1/21/1953,7/22/1988
Vatsa,Yoshizawa,5/21/1954,2/1/1986
Ziya,Shanbhogue,2/22/1955,3/26/1987
Shiv,Peha,3/13/1952,2/16/1987
Teruyuki,Menhardt,2/27/1954,5/19/1988
Troy,Molberg,5/8/1953,12/18/1988
Kazuhisa,Gyimothy,3/29/1954,10/10/1986
Kazuhiro,Raoux,2/22/1953,8/27/1987
Lena,Hiyoshi,6/25/1955,5/17/1987
Phillip,Lunn,8/17/1953,4/8/1987
JoAnna,Comellas,5/18/1955,10/2/1988
Jeanne,Decleir,6/12/1953,10/25/1985
Danco,Isaac,1/23/1953,10/12/1987
Nahum,Honglei,7/17/1954,6/24/1987
Charmane,Geffroy,3/11/1953,6/6/1988
Barry,Chinen,3/23/1953,11/1/1985
Eishiro,Morton,7/1/1954,11/5/1987
Freyja,Pearson,5/13/1955,12/15/1988
Aksel,Mitina,8/17/1955,3/30/1985
Mohammad,Thibadeau,5/20/1955,7/28/1988
Souichi,Lund,2/14/1953,10/18/1985
Yannis,Brender,7/29/1953,3/31/1985
Gill,Flanders,12/30/1955,6/8/1987
Odoardo,Garigliano,6/14/1955,1/26/1986
Naftali,Anger,10/14/1955,4/16/1986
Nimmagadda,Landherr,3/6/1955,2/17/1988
Lein,Basawa,4/28/1954,10/31/1987
Duangkaew,Velardi,7/4/1952,10/27/1985
Tiina,Prampolini,10/29/1952,6/29/1987
Marsja,Thebaut,8/11/1954,8/19/1988
Saniya,Baaleh,6/6/1952,4/3/1985
Kwun,Reinhard,5/9/1953,7/24/1988
Randi,Henders,4/26/1955,7/20/1987
Teunis,Aseltine,6/5/1955,3/22/1986
Mingsen,Alblas,2/16/1954,4/30/1985
Tru,Brookman,7/3/1952,9/24/1987
Ger,Majewski,5/10/1952,8/24/1986
Akhilish,Baek,4/24/1952,8/24/1985
Genki,Oaver,10/18/1953,3/29/1985
Gill,Rosar,10/12/1952,11/8/1985
Serenella,Lampe,6/10/1955,3/14/1985
Oscar,Raczkowsky,6/14/1952,3/20/1985
Premsyl,Ranta,12/27/1955,10/23/1988
Chenxi,Lovengreen,6/1/1954,5/27/1988
Garnik,Pouyioutas,10/15/1953,3/12/1985
Krassimir,Luan,8/27/1953,5/13/1985
Khalil,Henseler,6/16/1955,7/19/1987
Niclas,Vidal,7/4/1954,4/18/1988
Gita,Fordan,7/15/1952,8/10/1986
Martijn,Baca,5/9/1954,10/23/1988
Zorica,Jeansoulin,3/2/1955,7/5/1986
Adam,Walston,10/3/1954,2/4/1988
Udo,Preusig,7/2/1954,7/4/1987
Remzi,Usdin,12/9/1954,4/4/1987
Kersti,Simmen,8/1/1953,7/13/1988
DeForest,Szilard,10/29/1955,3/30/1985
Niclas,Joslin,1/22/1955,11/29/1987
Goo,Skafidas,12/7/1955,4/25/1986
Shietung,Iisaku,2/17/1953,1/16/1987
Kersti,Sullins,10/14/1955,5/23/1988
Stepehn,Dahlbom,6/15/1954,1/14/1987
Dzung,Lortz,4/24/1953,2/9/1986
Akeel,Denis,9/19/1954,3/27/1987
Arunas,Bahl,7/12/1953,4/22/1985
Roselyn,Meriste,3/9/1954,5/17/1985
Vishv,Heiserman,8/7/1952,8/30/1985
Danai,Vuskovic,12/5/1954,9/25/1986
Shmuel,Docker,6/3/1952,3/29/1985
Pascal,Comellas,1/14/1953,2/7/1987
Phillip,Facello,12/16/1953,6/10/1985
Sanjit,Streng,9/5/1955,12/2/1987
Weiye,Pettit,6/17/1954,10/9/1987
Hercules,Poupard,1/11/1954,12/8/1988
Gian,Kawashimo,11/16/1955,9/6/1987
Bouchung,Cusworth,6/11/1953,2/12/1985
Chinya,Emmerich,8/17/1954,5/8/1986
Seongbae,Hutton,12/25/1955,12/21/1987
Pohua,Hardjono,4/9/1954,10/26/1987
Mary,Meszaros,5/1/1952,12/26/1986
Amalendu,Jervis,2/14/1954,3/17/1986
Lillian,Ferriere,10/31/1953,7/19/1987
Houman,Sewelson,2/16/1953,9/20/1987
Constantino,Bernardinello,8/12/1954,5/13/1985
Baruch,Hoogerwoord,12/9/1955,5/13/1988
Lenore,Peris,5/20/1954,3/30/1987
Eishiro,Bojadziev,9/26/1955,7/13/1987
Sangeeta,Pollacia,9/24/1953,10/12/1987
Kamran,Bottner,5/16/1953,9/3/1985
Marjo,Camarinopoulos,8/2/1954,11/18/1986
Stella,Lammel,9/14/1954,5/31/1987
Bilhanan,Poupard,2/10/1955,6/2/1985
Valeri,Gaughan,7/11/1953,5/21/1988
DAIDA,Bardell,4/1/1955,6/24/1988
Valery,Shumilov,6/2/1952,12/16/1987
Uri,Rouquie,7/9/1952,6/18/1987
Przemyslawa,Pepe,4/4/1954,10/6/1986
Jinpo,Maierhofer,7/30/1953,9/8/1985
Huican,Emiris,10/11/1955,11/5/1988
Magdalena,Monkewich,1/19/1953,2/13/1987
Jasminko,Krybus,7/18/1953,10/9/1988
Yongdong,Hiyoshi,4/11/1953,7/10/1985
Mark,Flowers,1/30/1954,2/8/1988
Tiina,Qiwen,4/7/1953,1/26/1986
Vugranam,Pagter,2/5/1952,7/23/1986
Bikash,Budinsky,6/8/1952,5/17/1987
Munenori,Brodal,2/29/1952,9/13/1987
Kyoichi,Flasterstein,11/19/1953,7/9/1986
Fusako,Junot,11/9/1952,5/3/1986
Radhia,Reinhard,8/17/1954,10/11/1987
Shuho,Erni,12/24/1954,10/30/1987
Shigeichiro,Stille,5/22/1954,1/9/1987
Danai,Ernst,4/7/1954,7/24/1987
Duri,Chimia,12/27/1954,12/25/1988
Badri,Michaels,6/10/1954,8/23/1988
Adib,Shigei,8/16/1953,6/19/1987
Conrado,Olivero,1/21/1954,4/6/1986
Piyush,Maquelin,4/20/1955,12/16/1987
Kiyotoshi,Chandrasekhar,10/20/1955,12/8/1985
Serap,Garrabrants,7/29/1952,5/13/1986
Gopalakrishnan,Meszaros,8/17/1952,11/29/1986
Fuqing,Giveon,5/6/1952,6/13/1988
Xiaopeng,Hennings,1/27/1953,5/3/1987
Filipp,Kadhim,8/11/1953,7/7/1987
Udi,Shimshoni,8/10/1953,6/12/1985
Nechama,Theuretzbacher,5/8/1952,2/6/1986
Katsuo,Gulik,10/7/1952,12/21/1985
Shem,Demir,12/30/1954,4/18/1988
Richara,Businaro,12/7/1955,9/2/1986
Angel,Gyorkos,2/29/1952,4/28/1986
Mansur,Saoudi,5/5/1955,3/1/1988
Lucien,Peak,3/4/1953,12/4/1986
Shahab,Couchot,5/1/1955,12/30/1986
Yongqiao,Hofman,9/15/1953,5/29/1988
Yakkov,Quittner,4/23/1955,3/13/1985
Chirstian,Quittner,6/20/1954,4/13/1985
Genevieve,Przulj,7/21/1952,7/26/1988
Kenroku,Gronowski,3/15/1953,4/8/1987
Uma,Munch,11/29/1954,3/18/1988
Mohammed,Cooman,10/11/1952,2/19/1985
Woody,Butterworth,2/14/1954,3/6/1986
Brewster,Junot,7/20/1954,9/28/1988
Sadegh,Swan,1/29/1955,10/14/1985
Fatemeh,Radivojevic,10/28/1952,1/4/1987
Otilia,Kirkerud,6/13/1953,4/26/1988
Nevin,Salinas,7/9/1954,11/9/1988
Shaowei,Farrel,5/7/1954,10/26/1987
Vidya,Birta,7/18/1952,8/2/1986
Yifei,Cooman,4/25/1952,9/13/1987
Marl,Masada,6/18/1955,2/23/1987
Bernardo,Comte,3/14/1954,10/10/1985
Kenroku,Cusworth,1/1/1954,9/25/1985
Paris,Ariola,6/11/1952,6/2/1985
Houman,Litecky,7/2/1952,6/11/1986
Domenick,Codenie,5/9/1955,5/3/1985
Basem,Conti,2/8/1952,1/20/1986
Oscar,Kroon,6/15/1952,4/18/1988
Huei,Bahl,5/5/1953,9/17/1987
Elvia,Kusakari,1/10/1953,4/13/1985
Toshimi,Iisaka,11/10/1953,2/26/1987
Premal,Picel,4/9/1955,3/12/1988
Joydip,Plesums,7/1/1955,2/9/1986
Becky,Radhakrishnan,2/22/1952,2/23/1985
Djenana,Daescu,7/29/1955,1/16/1987
Sailaja,Perna,5/11/1953,7/9/1985
Ravishankar,Jeong,8/1/1955,6/13/1988
Hirochika,Kuzuoka,9/23/1953,6/5/1985
Gadiel,Azuma,5/16/1952,7/7/1987
Sudhanshu,Parascandalo,9/9/1953,2/10/1988
Udo,Felcyn,2/26/1952,7/15/1986
Herb,Thombley,7/15/1952,9/15/1987
Zhanqiu,Papastamatiou,5/10/1952,11/21/1985
Masaru,Minakawa,10/12/1952,11/18/1987
Cullen,Warwick,1/22/1953,5/21/1987
Aimee,Avouris,6/22/1954,9/18/1986
Yucai,Akiyama,4/19/1953,5/17/1988
Danae,Menhardt,11/15/1952,10/9/1986
Constantine,Meriste,9/11/1953,3/23/1985
Shen,Litecky,8/7/1953,11/29/1985
Janalee,Kinley,2/9/1952,8/26/1986
Berhard,Stemann,5/17/1954,11/14/1985
Valeri,Bakhtari,9/11/1953,10/2/1988
Van,Rosin,9/3/1953,5/9/1985
Tsuneo,Carrera,6/24/1955,4/14/1986
Lihong,Reinhart,4/13/1955,11/15/1987
Fayez,Crabtree,5/29/1955,12/15/1988
Tse,Erbe,9/10/1954,12/9/1986
Manton,Ghelli,1/9/1954,8/2/1985
Sham,Bierman,1/16/1955,10/17/1987
Toney,Sethi,3/24/1955,10/22/1987
Arun,Shanbhogue,12/24/1952,10/9/1988
Stafford,Dalphin,4/1/1954,11/8/1985
Utz,Alameldin,9/7/1955,11/23/1987
Magy,Jiang,1/11/1955,2/11/1988
Jeanna,Aloisi,10/15/1955,10/31/1985
Elgin,Lundstrom,8/11/1952,10/12/1988
Roddy,Vieth,4/27/1952,8/9/1985
Fox,Baez,8/30/1955,6/27/1985
Sudhanshu,Baik,8/8/1954,11/12/1986
Atilio,Pietracaprina,6/26/1955,5/28/1986
Aluzio,Rusmann,9/1/1952,2/24/1988
Salvador,Rosar,3/12/1954,10/19/1987
Holgard,Pehl,4/1/1955,4/8/1986
Lunjin,Clouatre,3/10/1954,12/10/1987
Sham,Gargeya,3/30/1955,2/27/1986
Manton,Ecklund,2/3/1955,3/26/1987
Inderjeet,Sidhu,3/18/1953,11/25/1985
Hatim,Cesareni,11/21/1955,5/22/1985
Jaideep,Schneeberger,12/23/1955,9/16/1985
Roselyn,Rosen,7/18/1952,2/12/1986
Gregory,Aingworth,2/9/1954,5/12/1988
Masadi,Talmon,7/18/1953,12/3/1987
Masamitsu,Delaune,10/6/1953,3/17/1986
Xiaopeng,Birge,3/27/1953,4/14/1987
Shugo,Domenig,3/14/1953,12/11/1987
Jacopo,Ponthieu,6/6/1955,8/24/1987
Khaled,Choobineh,6/22/1954,8/16/1987
Hyuncheol,Ponthieu,2/16/1955,8/1/1988
Dinkar,Weedman,4/23/1954,4/23/1987
Satyanarayana,Lagarias,10/28/1955,6/11/1988
Toney,Goldhammer,3/27/1952,7/8/1988
Boriana,Pillow,7/16/1955,11/6/1985
Jeong,Simmen,5/29/1955,7/10/1987
Marie,Percebois,5/27/1955,8/20/1987
Zhiwei,Schiettecatte,4/1/1954,5/25/1986
Pascal,Arlazarov,10/9/1952,6/7/1986
Geoffrey,Rissanen,1/19/1955,8/1/1985
Chuanyi,DasSarma,3/20/1955,2/8/1986
Sreenivas,Brattka,6/4/1955,11/8/1985
Odysseas,Alpin,11/9/1952,6/27/1985
Huei,Weedon,8/22/1952,9/30/1988
Aiman,Barreiro,5/2/1955,3/11/1987
Yechezkel,Schade,5/14/1952,2/1/1988
Joydip,Back,7/1/1953,7/6/1987
Alenka,Azuma,3/16/1954,3/30/1988
Pranav,Azevdeo,3/12/1955,11/4/1986
Masali,Weisert,4/18/1953,3/16/1988
Houman,Zallocco,5/27/1952,10/19/1985
Shuzo,Chenoweth,2/22/1954,4/20/1987
Jinya,Byoun,6/3/1954,8/12/1987
Shridhar,Birjandi,11/8/1954,1/18/1988
Christfried,Pollock,7/20/1954,4/21/1986
Yinlin,Wossner,10/25/1954,7/23/1987
Pragnesh,Mitchem,1/7/1955,4/23/1986
Gladys,Tibblin,5/1/1955,9/18/1985
Uma,Taubenfeld,6/19/1954,5/30/1985
Tadahiko,Narahari,9/11/1952,8/9/1986
Werner,McClurg,11/10/1952,6/2/1988
Cordelia,Lund,5/23/1953,11/13/1985
Jaewon,Encarnacion,12/9/1952,11/19/1986
Randi,Vecchio,11/2/1954,9/15/1986
Sushant,Peek,6/3/1953,3/10/1986
Basem,Rettelbach,5/27/1952,5/15/1988
Sadegh,Birnbaum,9/27/1952,9/22/1985
Ewing,Worfolk,11/3/1953,8/27/1986
Minghong,Molenaar,9/8/1953,2/17/1987
Uzi,Anily,4/9/1952,12/18/1987
Guther,Stasinski,9/23/1952,2/18/1986
Minghong,Pelc,10/18/1954,5/21/1987
Duke,Sadowsky,3/7/1954,2/27/1985
Ayonca,Gunderson,4/29/1955,6/13/1986
Stein,Kilgore,3/10/1955,12/24/1985
Vidar,Aingworth,8/31/1952,5/15/1985
Emran,Zultner,7/3/1953,6/29/1986
Hideyuki,Suppi,11/15/1954,5/15/1986
Fei,Krohn,11/28/1952,7/30/1985
Nimmagadda,Aamodt,8/30/1953,8/20/1987
Danel,Besancenot,2/19/1953,4/21/1986
Kwangho,Baer,6/7/1952,12/28/1986
Noritoshi,McClure,10/4/1954,4/1/1985
Utpal,Xiaoshan,7/27/1952,5/30/1985
Foong,Koblitz,3/30/1955,11/11/1988
Diederik,Worfolk,5/22/1955,5/18/1985
Gad,Vieri,10/19/1954,9/23/1985
Sadun,Ritcey,9/29/1952,10/17/1985
Tse,Coors,5/14/1955,4/15/1985
Visit,Smeets,10/19/1953,5/9/1987
Heather,Borovoy,2/12/1954,1/1/1988
Goncalo,Plesums,10/4/1953,11/11/1988
Greger,Maksimenko,4/14/1955,12/26/1987
Vugranam,Zaccaria,4/11/1953,3/12/1987
Stafford,Petereit,6/3/1955,4/16/1988
Munehiko,Krichel,2/26/1952,5/30/1988
Abdulla,Stellhorn,7/15/1954,1/8/1987
Raimond,Acton,6/19/1952,3/13/1987
Divine,Bardell,3/23/1954,3/1/1985
Slavian,Delgrange,12/27/1955,3/30/1985
Vitali,Basawa,10/25/1955,12/26/1987
Van,Awdeh,1/15/1954,3/6/1986
Ennio,Eterovic,10/1/1955,12/16/1986
Sanjeeva,Osgood,8/10/1953,7/29/1987
Fumiya,Sambasivam,2/14/1954,12/17/1988
Chikako,Kossowski,11/1/1954,2/12/1985
Faiza,Marciano,2/25/1955,4/22/1988
Sumant,Cardazo,4/30/1954,9/5/1986
Alper,Zockler,3/14/1953,4/20/1987
Zengping,Bhattacharjee,2/25/1954,8/2/1988
Itzchak,Kaiser,8/17/1955,12/8/1985
Jongsuk,Maraist,6/16/1955,10/12/1986
Sachar,Liedekerke,2/25/1955,12/29/1986
Khun,Ramsay,8/31/1952,11/2/1985
Marla,Baar,12/17/1955,3/18/1988
Filipp,Selenyi,11/18/1955,4/2/1985
Fai,Kaiser,5/10/1955,1/14/1986
Jenwei,Luef,7/5/1954,4/14/1986
Yuichiro,Kusakabe,2/3/1953,11/24/1987
Masasuke,Verhoeff,12/22/1952,1/4/1988
Barton,Lunt,10/25/1953,4/19/1987
Jayson,Openshaw,9/25/1954,11/19/1988
Kerryn,Mungall,9/21/1952,8/29/1985
Kish,Chleq,8/28/1952,6/4/1985
KayLiang,Bultermann,9/26/1952,6/29/1987
Martina,Ushiama,10/3/1953,9/8/1986
Insup,Birrer,12/19/1954,6/28/1985
Ugo,Iisaku,5/17/1954,12/4/1985
Sigeru,Uhrig,2/11/1955,11/6/1985
Anwar,Conte,2/3/1953,9/13/1988
Constantijn,Erva,7/23/1952,6/16/1986
Yefim,Pintelas,9/28/1954,4/7/1988
Shigeichiro,Speek,11/22/1954,9/20/1987
Insup,Bierman,5/14/1954,10/4/1985
Phillip,Morton,10/14/1953,6/2/1988
Badri,Simmen,12/7/1955,11/28/1985
Nahum,Zaumen,11/17/1952,4/21/1988
Mohamadou,Khamsi,11/23/1955,2/16/1985
Leni,Chartres,12/4/1955,7/28/1987
Fatemeh,Aamodt,4/14/1955,5/7/1986
Kenton,Rotem,7/6/1954,9/22/1987
Krassimir,Swab,1/20/1955,8/20/1988
Mohit,McAffer,8/7/1952,12/30/1986
Hisao,Chepyzhov,1/11/1954,7/22/1987
Bernice,Boguraev,10/7/1952,12/30/1985
Vasilii,Huttel,7/29/1953,5/30/1986
Yonghoan,Collette,11/14/1955,6/20/1985
Akemi,Schaft,12/21/1954,12/21/1985
Jahangir,Yurek,11/30/1954,5/21/1988
Kasturi,Journel,1/31/1955,3/15/1987
Oddvar,Ouhyoung,3/22/1955,8/30/1985
Guoxiang,Brizzi,12/13/1955,10/12/1985
Jianhui,Cromarty,11/19/1955,11/18/1988
Reinhold,Baig,6/30/1954,12/12/1988
Tesuro,Schach,6/1/1955,12/12/1985
Oksana,Tiemann,10/5/1953,2/9/1985
Barry,Kawashimo,1/6/1953,5/9/1987
King,Hammerschmidt,3/15/1955,6/14/1988
Guttorm,Trystram,7/24/1952,12/29/1985
Vivian,Angot,8/12/1955,4/23/1987
Miomir,Przulj,3/28/1952,10/10/1985
Kenton,Speek,2/18/1953,1/25/1988
Apostol,Suwa,5/13/1955,5/18/1988
Mooi,Highland,8/4/1955,2/17/1985
Kagan,Angot,6/9/1955,3/15/1986
Gina,Shokrollahi,6/4/1952,1/10/1986
Shimshon,Ducloy,5/6/1952,11/2/1987
Tamiya,Sessa,8/15/1955,4/1/1985
Sachar,Zedlitz,3/27/1952,7/13/1986
Golgen,Mapelli,8/4/1954,8/27/1988
Tesuya,Garnham,7/1/1952,9/3/1988
Matk,Brendel,11/25/1955,8/1/1987
Flemming,Borovoy,7/16/1953,3/30/1985
Margareta,Bael,9/30/1955,4/28/1986
Macha,Lanphier,12/26/1952,12/9/1985
Gad,Hettesheimer,7/27/1953,3/3/1986
Krassimir,Auyong,6/21/1955,10/26/1988
Douadi,Kropp,10/26/1954,12/31/1988
Arun,Fujisaki,8/9/1952,3/14/1986
Adib,Cardazo,8/16/1954,9/18/1987
Masami,Zwicker,9/20/1953,5/20/1985
Gadiel,Lichtman,10/4/1954,8/29/1988
Fusako,Cappello,10/14/1952,9/5/1987
Arup,Dratva,3/13/1954,1/16/1986
Toshimi,Raczkowsky,3/28/1953,11/4/1988
Akhilish,Bultermann,10/15/1953,4/30/1987
Evgueni,Dulay,11/11/1955,4/17/1985
Florina,Gruenwald,3/19/1955,11/25/1987
Dinah,Schiper,10/6/1953,1/29/1988
Kwok,Kinley,3/2/1952,9/12/1988
Billie,Terlouw,2/2/1953,6/14/1987
Hailing,Isaac,7/10/1952,4/2/1985
Niclas,Weiland,3/22/1954,12/23/1988
Yechiam,Speer,12/4/1955,10/20/1988
Arunachalam,Marsiglia,4/29/1954,3/4/1985
Geoffry,Breugel,7/28/1953,8/20/1985
Bodo,Birge,10/7/1952,12/6/1988
Bernt,Improta,5/15/1954,4/12/1987
Chanjung,Vasanthakumar,3/20/1955,11/6/1988
Kousuke,Gide,6/21/1954,7/27/1988
Charmane,Radwan,2/22/1955,1/14/1986
Shan,Rossi,3/5/1954,5/16/1985
Malu,Radivojevic,6/29/1952,8/21/1988
Kristine,Kaiser,6/13/1955,2/28/1985
Serap,Rosen,12/26/1954,10/28/1985
Lansing,Prenel,11/5/1952,12/15/1987
Shuho,Rosar,3/20/1952,4/27/1986
Serenella,Pell,1/23/1953,7/30/1987
Randi,Lemarechal,6/10/1954,9/20/1987
Chaosheng,Syrotiuk,4/13/1953,4/8/1986
Aron,Marsiglia,7/2/1953,3/7/1988
Zhiwei,Narahari,12/7/1955,4/8/1985
Golgen,Hebden,10/10/1953,12/11/1987
Kousuke,Pepe,8/14/1952,1/21/1986
Jamaludin,Schauser,12/9/1953,11/27/1986
Sreenivas,Gluchowski,10/22/1954,12/26/1985
Vojin,Bashian,2/27/1952,1/30/1987
Godehard,Mandelberg,2/13/1953,4/14/1988
Ranan,Stranks,12/21/1955,7/25/1986
Alassane,Narahari,6/8/1952,8/22/1986
Hironoby,Puppe,3/29/1952,1/10/1988
Van,Negoita,5/1/1954,11/29/1987
Jagoda,Porotnikoff,8/3/1955,7/16/1987
Ugo,Kowalchuk,2/5/1952,12/15/1985
Alejandro,Sambasivam,2/19/1952,12/10/1987
Gopalakrishnan,Wolniewicz,8/5/1953,9/9/1987
Akeno,Nishimukai,4/10/1952,3/15/1987
Duro,Laurillard,6/30/1954,8/23/1986
Hidefumi,Streng,4/21/1952,7/29/1985
Hitomi,Zuberek,7/12/1954,3/25/1985
Harjit,Biran,5/20/1953,5/29/1986
Mohit,Slobodova,4/8/1954,5/18/1987
Remko,Ramsay,9/24/1952,7/13/1985
Shugo,Raoux,2/24/1952,3/29/1986
Ennio,Lund,7/6/1954,2/3/1987
Berry,Papadias,9/20/1953,2/16/1985
Fayez,Mandelberg,4/26/1953,3/2/1986
Jacopo,Norsworthy,5/7/1952,5/5/1987
Fumitake,Hempstead,3/15/1953,6/23/1985
Ymte,Snyers,4/4/1954,9/22/1986
Bedir,Gyimothy,4/29/1952,6/11/1987
Taiji,Danner,9/13/1952,7/12/1988
Cheong,Cronau,9/19/1952,4/24/1986
Rasiah,Angot,10/27/1955,2/8/1986
Geoffry,Lund,5/11/1952,7/13/1985
Mohammed,Egerstedt,9/9/1953,11/13/1988
Bojan,Hasenauer,8/1/1955,4/18/1987
Gianluca,Angot,12/14/1953,9/23/1988
Ziya,Salverda,12/25/1952,7/20/1987
Sachar,Antonisse,1/17/1954,8/15/1988
Jayesh,Stemann,7/18/1953,1/5/1986
Naftaly,Zockler,1/25/1954,6/15/1986
Francoise,Einsfeld,12/9/1952,10/27/1988
Mahmut,Marsiglia,4/14/1955,10/8/1988
Alassane,Plump,9/7/1953,10/8/1986
Katsuyuki,Guting,4/24/1954,2/5/1988
Guther,Larfeldt,4/15/1954,11/4/1987
Marco,Gulla,12/1/1952,12/14/1986
Fayez,Bressoud,11/21/1952,8/14/1987
Patricia,Stemann,6/6/1955,4/27/1987
Mircea,Keohane,12/4/1954,2/20/1985
Danil,Yeung,8/10/1954,4/12/1985
Udo,Sudbeck,11/8/1954,8/5/1985
Mahmut,Ramras,3/27/1955,9/22/1986
Dmitri,Masamoto,10/10/1954,10/30/1987
Divine,Angelopoulos,6/19/1953,10/11/1985
Phule,Gronowski,11/17/1952,7/21/1988
Josyula,Chleq,8/27/1955,4/29/1988
Koldo,Nooteboom,9/1/1952,9/28/1987
Gurbir,Thimonier,6/2/1954,7/21/1987
Akeel,Templeman,6/10/1953,2/19/1985
Mabhin,Emmart,2/4/1953,8/7/1986
Mikhail,Fontet,7/11/1952,2/2/1986
Kazuhira,Erdi,2/16/1952,3/11/1986
Baocai,Facello,2/22/1955,11/4/1985
Yakkov,Thiran,5/7/1955,3/1/1988
Sumant,Antonakopoulos,8/27/1952,10/21/1988
Stafford,Hopewell,8/29/1955,3/27/1987
Torsten,Ballarin,11/20/1955,5/27/1988
Anneke,Albarhamtoshy,1/6/1955,4/9/1988
Achilleas,Mundy,3/6/1952,12/9/1988
Kenton,Cooley,4/13/1952,5/13/1988
Manton,Vrecion,7/11/1955,1/31/1988
Tomoyuki,Huttel,6/29/1955,7/13/1988
Kirk,Baar,5/17/1954,9/17/1986
Feiyu,Redmiles,4/25/1953,10/28/1986
Adly,Morton,2/20/1954,7/31/1985
Samphel,Farrow,7/11/1954,4/27/1988
Pintsang,Anger,9/22/1954,5/20/1988
Kenroku,Adachi,5/11/1952,6/18/1986
Krassimir,Shanbhogue,3/9/1954,6/9/1985
Sushant,Binkley,1/17/1954,7/13/1986
Yechezkel,Jenevein,1/18/1954,7/14/1987
Taisook,Pileggi,9/6/1952,11/11/1987
Ohad,Jullig,12/28/1954,7/17/1985
Shahar,Besselaar,7/7/1953,9/16/1985
Bodo,Tsukune,2/7/1952,7/19/1987
Karlis,Schlegelmilch,11/19/1952,11/2/1987
Shaibal,Giaccio,11/24/1954,9/28/1987
Parviz,Rullman,7/20/1952,2/16/1985
Bezalel,Rossi,11/7/1955,5/1/1987
Leah,Yavatkar,2/22/1953,1/16/1986
Kensei,Segond,9/2/1954,12/18/1988
Sastry,Motley,5/11/1954,12/10/1988
Gou,Asser,4/24/1952,7/16/1985
Chinho,Peris,4/15/1952,12/3/1987
Lena,Luft,9/8/1954,2/25/1988
Miomir,Ranka,8/9/1954,10/14/1986
Satyanarayana,Worfolk,12/15/1955,6/15/1986
Honesty,Butterworth,3/31/1955,9/8/1987
Ronghao,Masamoto,11/12/1954,7/5/1986
Yakichi,Reutenauer,12/16/1953,9/4/1988
Achilleas,Bugaenko,1/4/1954,10/11/1986
Kshitij,Barvinok,3/24/1955,2/8/1988
Youjian,Leuchs,1/3/1954,10/7/1987
Ishfaq,Stavenow,3/24/1955,5/23/1986
Moto,Siepmann,2/15/1955,11/1/1988
Shin,Mikschl,3/23/1952,2/9/1988
Gretta,Bakhtari,7/4/1954,6/13/1987
Hironobu,Michaels,9/5/1953,2/18/1986
Lobel,Androutsos,6/2/1955,8/17/1986
Adas,Swift,8/30/1953,4/26/1986
Vishwani,Azulay,11/16/1955,11/23/1988
Toshimori,Weedon,7/27/1954,8/15/1987
Anneke,Szmurlo,7/30/1953,12/11/1988
DeForest,Zucker,2/14/1952,5/28/1986
Mohamadou,Pramanik,3/22/1954,3/6/1985
Arif,Qiwen,1/8/1953,7/19/1987
Mingdong,Munoz,12/14/1955,9/14/1987
Fatemeh,Sridhar,10/6/1955,6/24/1986
Boguslaw,Erni,2/15/1953,10/7/1985
Bedrich,Jenevein,9/17/1954,7/31/1988
Temple,Candan,8/30/1952,7/24/1985
Shaunak,Hettesheimer,1/12/1954,5/9/1988
Tzvetan,Blokdijk,3/4/1952,12/18/1986
Jaber,Terkki,7/6/1955,4/25/1988
Mohit,Norsworthy,3/18/1954,11/5/1987
Caolyn,VanScheik,5/29/1953,4/11/1986
Shridhar,Jansch,7/7/1955,1/2/1987
